district,region,intercept,working_age_prop,female_pop_prop,women_edu_secondary,women_literacy,no_insurance_women,women_anemia,wife_beating_justified,decision_autonomy,ipv_12months,Local_R2,latitude,longitude
Bosomtwi,Ashanti,40.321373868263976,6.441344414630889,-0.0678052929538886,25.109478207645637,6.251464976023827,-26.205545567260295,-12.82715953678574,-5.073860533618263,6.252186195963335,0.21609683503684352,0.7477777842366944,6.1777503,-0.1969922
Ejisu Municipal,Ashanti,66.28425866014648,4.374534890068309,3.8098941335012286,2.745370893896178,-6.659303847199094,5.488848234198355,-9.866819909781242,-12.029943650375648,-0.7517584673558364,-1.461218842857443,0.7648031914190664,6.7139918,-1.4665782
Ejura Sekyedumase Municipal,Ashanti,51.62718760868324,5.56385844806883,4.001246102288704,15.441676166632675,-20.68772646730593,-2.3694020874597896,-7.46775025296863,-4.054842055768976,-14.355130065537528,-12.43243779331159,0.8459869885820187,7.38567515,-1.39945747215309
Juaben Municipal,Ashanti,54.58263782631347,5.69888987875861,-0.02014173995902624,30.109654554492295,1.7105445084020952,-5.706432111778618,-10.068800638373176,7.4492102535768066,-5.052448504924319,4.563155975802316,0.7123635065105063,6.0721368,-0.260652306105858
"Kumasi Metropolitan Area (KMA)-Bantama, Manhyia North, Manhyia South, Nhyiaeso, & Subin",Ashanti,66.39766945210373,4.1837919645205695,3.7361422190164744,2.7326525904772208,-6.464920701530236,5.295321362132404,-9.908108624031883,-12.382530735035198,-0.9542039736100527,-1.410898943829976,0.7974190448568186,6.698152,-1.621229
Kwabre East,Ashanti,37.9202406184678,4.3228829170761065,3.662415657848687,4.330595400378185,-11.1681789893067,-22.01719600389449,-21.278520831910424,-11.039987860032134,-3.752657034726006,-13.94076164627361,0.7651788724358602,6.7897864,-1.53792852576917
Kwadaso Municipal,Ashanti,66.50717304961371,4.083247187399223,3.7484432494345947,2.6350089456781465,-6.308557346122246,5.216478648023243,-9.862653713923738,-12.695756211312169,-1.1667381339561347,-1.3846053122904447,0.8105461892084102,6.68059249999999,-1.67467000057054
Mampong Municipal,Ashanti,37.46933774993845,4.831101062670536,3.829963701973247,4.6797544274493585,-12.140777741250563,-20.59519173823125,-21.79598133266575,-8.924113371670447,-5.239538896549476,-14.627413749427863,0.7764410074487141,7.056139,-1.40425
Obuasi East,Ashanti,52.577852203169236,5.493874771142304,3.6961448732644144,19.60603709189278,-1.7503305733249697,9.795918939144013,-7.372378599628,-6.362889686098608,-8.972451390414205,-9.761860520769293,0.9354900604554717,6.1796409,-1.60356394182495
Obuasi Municipal,Ashanti,52.78187625677543,5.193170734681477,3.758682934509322,19.67753964862137,-1.6408921223862798,9.822411145168946,-7.330756073176339,-6.529307492720392,-9.020074791262715,-9.738031343445117,0.9374982547615712,6.211542,-1.6894045
Offinso Municipal,Ashanti,50.811303894808255,4.651513936259707,3.0241851338313968,10.891944428413481,-17.537186387277206,-5.699392330418771,-8.271568638074971,-10.009894143645596,-19.136141788015614,-14.483032420635809,0.7962455775246361,7.05794129999999,-1.73462655987467
Offinso North,Ashanti,50.77465731239645,5.422881120314715,2.4722171418616146,11.077072327296676,-17.39087834634062,-5.510907473046979,-8.165775795695193,-10.030823782018128,-19.376799176630122,-14.303950007406346,0.8389136809656006,7.27974815,-1.79832745610104
Oforikrom Municipal,Ashanti,66.3584326533159,4.235050131917852,3.7972190305453006,2.7690302561844993,-6.555477351302663,5.448529553013024,-9.882913753505006,-12.176739763917075,-0.823581442370128,-1.4999221675224872,0.7871755335402925,6.672717,-1.5504236985326
Old Tafo Municipal,Ashanti,66.33296780835713,4.245378775846307,3.6893543042638877,2.757986402452996,-6.520205538992872,5.265092881469659,-9.940356071065484,-12.294710665484999,-0.9014559736533183,-1.3842642214639507,0.7864373469373038,6.74083555,-1.60465968075918
Sekyere Afram Plains,Ashanti,61.28224952401182,4.556502428310331,5.013542297621862,7.9664771377452785,-5.2459471326315485,-11.645369279098258,2.482273191440939,-14.04471557297923,0.5869708697726654,-0.5606426647447034,0.9628918435455549,7.20286155,-0.592081996515861
Sekyere Central,Ashanti,36.97272921239984,5.272071082676195,4.895729626976568,4.342982827681513,-11.642984618510601,-20.410539151939403,-21.410244128419624,-9.393142818034947,-6.030719253740731,-14.333919256057744,0.8664633384271014,7.21625465,-1.09955606489201
Sekyere East,Ashanti,37.620128759669115,4.555214434156607,4.037120792824658,4.2457102252407735,-12.079468125636748,-20.663763327980426,-21.602211729535,-9.41710784968076,-5.64565079939014,-15.018117456120155,0.734256825824517,6.77947295,-1.29935419961981
Sekyere Kumawu,Ashanti,37.414826371794405,4.775437034018866,4.472913682106283,4.186738733001947,-11.928312858698913,-20.59297939886878,-21.498126400767234,-9.491634401511613,-5.866525313792774,-14.819080320723744,0.7765660262907778,6.9098849,-1.23942940155571
Sekyere South,Ashanti,51.80940457630642,4.662174385820333,3.4859505580626333,14.735905690883065,-20.676512471180814,-3.0587250064320086,-7.7910092640142725,-4.643365806440489,-14.3483244869418,-13.153252705891601,0.7650564107269581,6.99532965,-1.50292100938884
Suame Municipal,Ashanti,66.33610441197098,4.245628881083385,3.6813731200151762,2.7779960111662785,-6.527537338021691,5.225737451374783,-9.967338676913217,-12.28848454726496,-0.8866117432428515,-1.3267833583950928,0.7919186724961704,6.738487,-1.62476687694823
Banda,Bono,69.63177004730892,7.9154736289155,1.795473003920101,10.490575003014419,-6.660815313637716,0.14018343739381578,0.412101266196502,-7.843367381462602,2.9628161250114067,1.5950083271258455,0.9658889953478883,8.1645269,-2.3569966
Berekum East Municipal,Bono,57.31968354361882,6.200776745953306,1.8032879163009676,12.710320022761639,-13.462879022419942,-10.148901453156878,1.4074783930646575,-22.652380330965677,-7.597330176468077,-4.625998638553803,0.8649889286668204,7.4848835,-2.56459096524003
Berekum West,Bono,68.53433850980169,6.010414851075206,1.803914167436333,10.060179608888646,-7.664435286608734,-0.021561861564760587,-0.438725321160077,-7.260549019545767,1.594194007163771,0.11214482851639485,0.8301319797781568,7.47199419999999,-2.71078914019081
Dormaa Central Municipal,Bono,57.209732753160345,4.385828743893848,1.9797521529644195,12.390151791250222,-13.729072859567653,-10.302980870109067,1.2122188124708104,-22.43551277260257,-7.47903606087361,-4.8595881049491485,0.7412132732746841,7.23948645,-2.85657511014467
Dormaa East,Bono,57.305823633152116,5.678554789752734,1.6966717794047925,12.536884791772707,-13.633199817327903,-10.141250718240194,1.3539577624583266,-22.529097219962622,-7.602863838939062,-4.878956876542643,0.8085051302992143,7.26432845,-2.64146295349265
Dormaa West,Bono,67.50631045675381,1.2330832582556794,2.582994683460219,-9.887350520096943,2.5246022381323785,4.26010602117309,-13.659645599123117,-27.032891074316247,-6.756664376255035,-0.6608782775259722,0.6963413988970106,6.97538415,-2.9463116043167
Jaman North,Bono,68.38152050205727,6.508141939637472,2.0274906168913835,10.18135269046551,-7.483397745195919,0.0077418899144001685,-0.5831333586197016,-7.11516846578218,1.5527226056046617,0.3479588430137217,0.9472946549553496,7.9132614,-2.69723280400663
Jaman South,Bono,68.38109138012331,6.117891859461974,1.8820745653634008,10.100985713717844,-7.657852028617627,-0.0031959843040052505,-0.5781236628607092,-7.148057212661864,1.4375612700129405,0.06096935131664161,0.875771070496677,7.62036559999999,-2.7963718064665
Sunyani Municipal,Bono,58.201154319529614,6.273617683368567,1.6909251949301538,12.865816512002247,-13.141843400723383,-10.56048917120297,2.557135299440514,-24.05689798558734,-6.451042460524383,-3.648705473256947,0.887579229542657,7.3384389,-2.3309226
Sunyani West Municipal,Bono,58.186552454465705,6.305968520529701,1.6924635242596509,12.867236365721208,-13.133072739768686,-10.568817188818844,2.550694494463886,-24.05534780941791,-6.441168993509609,-3.633635341257892,0.8900817530995632,7.35779433737633,-2.34687996021684
Tain,Bono,53.17670485079606,7.28639729477775,2.210604424588464,10.110902933004041,-15.62625392076734,-0.8680931497573963,-11.077732850233797,-1.716059077107798,-18.373544160008766,-14.349374863747315,0.9493113127688052,7.9614185,-2.1422727
Wenchi Municipal,Bono,53.25455808278157,7.261110345947497,2.1315925901835655,10.093482825794204,-15.720480056212837,-0.8766023501283375,-10.964301664275329,-1.8491548997895189,-18.439929423793274,-14.41591798875293,0.931379302577538,7.80281055,-2.08141333112632
Atebubu Amantin Municipal,Bono East,49.56066105502641,6.938739530476495,4.164177818279208,12.878694376934156,-19.79203361627446,-1.382406292638434,-11.060934895715981,1.2768474460673005,-18.73659542751417,-15.814363907312982,0.9375145773033812,7.72813859999999,-1.09550967027384
Kintampo North Municipal,Bono East,53.24177038955014,8.757321294649287,1.9792572278453555,10.247655552039165,-15.504285708384634,-0.6663790175433544,-11.014152234961628,-1.6810923141867171,-18.503168112788483,-14.35993857063766,0.9553598331167765,8.053714,-1.728919
Kintampo South,Bono East,53.27164741198647,8.57249632188651,1.9646916594107147,10.236698111295162,-15.537102757096308,-0.6576509549879681,-10.975994409137268,-1.7093495509276124,-18.531360902111516,-14.372651264287759,0.9344579573476399,7.94321545,-1.73400515142892
Nkoranza North,Bono East,53.19080035101118,7.835690770575274,2.1029638961497312,10.100850702053554,-15.593304478095872,-0.6605034361514659,-10.958556901841062,-1.622058418849565,-18.47293373792221,-14.314569689163907,0.865792499891343,7.7184776,-1.64389618122841
Nkoranza South Municipal,Bono East,50.45036742469312,6.140165702398567,2.5681492349439914,11.16825038137329,-17.166188102146855,-5.4890529187752675,-8.211427214106044,-9.972016806389973,-19.327722034763077,-14.110232579161632,0.8481900231849067,7.45296465,-1.67701851419084
Pru East,Bono East,50.963593051004565,10.48630964966023,2.918440856263649,14.597433878088346,-19.037124548352317,-4.332604097925791,-7.687043131812936,4.041150782883189,-18.206328930794825,-15.897905386840128,0.9751261220201626,7.9636217,-0.9549861
Pru West,Bono East,51.8776059974469,10.006010368463233,2.4883908897571203,11.22694797772659,-15.398808450711343,-4.709494337275793,-8.68350164023732,2.7874047381214573,-20.93892182878728,-16.67296969464924,0.9592102570185689,8.03487795,-1.31329234137589
Sene East,Bono East,62.30766204209468,10.195949428411431,1.9009190875648576,8.805634711250267,-8.799635594122027,-8.119466961099175,-4.860860994353917,-7.771134052022838,2.174902228648323,5.960077590864321,0.9754902055720739,7.6658435,-0.182426172494555
Sene West,Bono East,63.04989714219832,9.80753259285941,3.0001412592526195,9.336933970224301,-10.376508203908932,-6.261502485337839,-7.417743266492085,-9.364934355260841,1.918555982695361,6.4191783103280144,0.979810993664075,7.74897775,-0.618112944814146
Techiman Municipal,Bono East,50.64723620304539,6.5580802211949045,2.050955681090546,11.257926155825468,-17.186846123366664,-5.475268263928748,-8.230338969257167,-10.027752242640402,-19.406988637843362,-14.204636655690843,0.8832523098876905,7.5279454,-1.97466940505838
Techiman North,Bono East,53.30708010738317,7.3806207024482475,1.9973201225339423,10.11184613951252,-15.771038433065359,-0.8621348721186903,-10.853251392283003,-1.9765742144591723,-18.51977993734683,-14.461246958226988,0.9043177935921212,7.70365499999999,-1.98577027897075
Abura Asebu Kwamankese,Central,51.467461135643376,6.189050618216351,1.5780795623964288,24.25377738980142,1.2489014214748924,-1.737475798345963,-1.5177779940430263,-2.6474962240851596,-8.078442219694285,-0.24557887982008075,0.8780235937098513,5.2698722,-1.18890498156872
Agona East,Central,51.59846384074994,3.4994767444186703,-0.030597756064441484,28.357222146444997,0.6946754730714808,3.3759294963530437,-12.526173311885755,7.278275012696689,-9.491317829409297,-2.263006440108157,0.9111446492162436,5.63553575,-0.654757357749996
Agona West Municipal,Central,52.45255017517921,8.203835919145,3.0677323202866673,30.469512555279337,2.849418684027044,-7.322150700972951,-2.7657806000011345,4.500344668037265,-6.593438189552315,4.218603149672404,0.9064815240304973,4.8901537,-1.9664135
Ajumako Enyan Essiam,Central,49.6746760771648,4.780919803129411,0.42837923319476445,24.108120005454985,2.7486591163225182,-0.11274381082923846,-3.7834511082286397,-2.4287242488166605,-8.836859949063914,-0.27486848356815585,0.9118245989601194,5.41243515,-0.984801059019988
Asikuma Odoben Brakwa,Central,49.260453167869244,5.409616825541331,0.6121837723400123,24.21486408587131,3.0809765272343985,0.41660644308445427,-4.854863610594954,-1.9790802839893225,-9.322776623358713,-0.31078834674670297,0.9331611733640085,5.62649825,-1.02551876426311
Assin Central Municipal,Central,53.33006412887299,7.688376686251608,1.7441426698216578,25.74956281603884,-0.210769081631911,-0.9775690576037457,-3.579915119906966,1.1148594711578994,-9.405898779806765,0.001536598613939802,0.9442598218288154,5.73294244999999,-1.31730368183195
Assin North,Central,54.0328052822415,8.216526780918953,2.235207078517316,26.084803420962345,-0.77334971118654,-1.0171479018646714,-3.608243816587404,1.9368271493998108,-9.603385468098462,0.13985145037148972,0.950674767132117,5.82545685,-1.37392719579152
Assin South,Central,52.71213704754935,6.678089692350946,1.6145634156426523,25.13712502294584,0.29832637339811363,-1.5248218685202928,-2.443516027577612,-0.6456970005432865,-8.609753293166373,-0.21153386154385712,0.9209742585464749,5.52889644999999,-1.2709401638536
Awutu Senya West,Central,51.380247817141644,2.6934956537968606,-0.30885124827880794,28.30294834425201,1.056524003967258,3.612687640791309,-12.48388804350659,6.923879294859102,-9.224887667953194,-2.304420630835767,0.8953775233921571,5.61965885,-0.520145612112832
Awutu Senya East Municipal,Central,51.38787315584828,2.2874591757873346,-0.8207938987724717,28.340107634485147,1.241326614793838,3.756492933295787,-12.48005890948885,6.771556001386859,-9.102929431988116,-2.319971558484225,0.9182272571622099,5.40379055,-0.518157686947431
Cape Coast Metropolitan Area (CCMA)-Cape Coast South & Cape Coast North,Central,51.97820976632679,6.593214962872189,2.0311133994331527,24.4720587146723,0.5848820091858116,-1.9611136986216104,-1.4463784948033753,-1.8935879300551335,-8.126442568192925,-0.2150845615289978,0.8567020992065681,5.1115501,-1.2484127
Effutu Municipal,Central,27.119080585533766,2.4374017965833175,-0.8563996034613348,13.240166350675834,18.93101678507415,7.282008375757735,-7.4798922856588055,-17.63757468268295,-14.667113191701516,3.436608940873485,0.9244177675690053,5.38339225,-0.597395635326539
Ekumfi,Central,49.301145811319046,4.109852703181348,-0.07195676839538478,23.97372148788584,3.097516101454909,0.15366498705337506,-3.804481613025917,-2.699991091184984,-8.708874572286813,-0.24631562252927885,0.8989288845353869,5.28914455,-0.908864632637807
Gomoa Central,Central,51.459781694908756,2.5488233205620605,-0.7073723979356927,28.36633505724287,1.0831890350032136,3.6811265433970313,-12.486800992089151,6.942166036013962,-9.147091379589881,-2.3178133199634514,0.919094053983875,5.47699369999999,-0.589745989100534
Gomoa East,Central,51.459781694908756,2.5488233205620605,-0.7073723979356927,28.36633505724287,1.0831890350032136,3.6811265433970313,-12.486800992089151,6.942166036013962,-9.147091379589881,-2.3178133199634514,0.919094053983875,5.47699369999999,-0.589745989100534
Gomoa West,Central,34.0245956323275,3.6241496815865393,-0.39138553732678716,13.481907516273935,14.648123653744427,1.1476238109936094,2.270726335043836,-21.009730827498117,-11.432350200025224,3.7194952182327214,0.9119663367357673,5.38725545,-0.833638570821268
Komenda Edina Eguafo Abirem Municipal,Central,53.19268046937158,7.246913463838315,2.539486638735897,25.29640748096083,-0.49878581140888656,-1.958612274426398,-2.119938062456237,-0.00854743110014411,-8.354726018855272,-0.30947306374650285,0.8837920122742753,5.1302015,-1.43995928979516
Mfantsiman Municipal,Central,50.751728121373176,5.262603153775727,0.8626407809438721,24.049532411085327,1.9267297256631561,-1.2815936917457682,-1.901348223917946,-3.078326048408794,-8.110277691916771,-0.25528484391579953,0.8825413219004358,5.27644145,-1.03472089878279
Twifo Ati Morkwa,Central,54.60680826779939,8.102130034397451,2.835495309274178,25.909568430876313,-1.493198641293553,-1.5694571836709272,-2.466376795658868,1.5632994960570414,-8.92562653638401,-0.1328253672710744,0.9464925370437959,5.61529845,-1.57822136908747
Twifo Heman Lower Denkyira,Central,54.16030269072939,7.87704992366351,2.6062054733691107,25.848865099627158,-1.093872516487604,-1.777008514224053,-2.4359756245530875,1.190686500860906,-8.744238476782515,-0.09761852110510283,0.9307505688260016,5.49471475,-1.53636464977824
Upper Denkyira East Municipal,Central,55.069044556817914,8.473316848863144,3.4934827573454417,27.32156785624936,-0.857471630469206,-2.9575079756198477,-2.2105485825436695,2.7735527509984266,-8.753806807506132,1.3276362174281644,0.9651225724440479,5.83523424999999,-1.73920835777296
Upper Denkyira West,Central,55.47172199468283,4.54786864844393,3.9210487814750614,29.22490670955965,1.9849902245058928,-3.8220536931572653,-0.6104031283607512,2.2793440405124983,-9.260249463453935,0.0896265741527813,0.9450928273425914,6.10783305,-2.06931071266353
