region,district_ms,Class,Latitude,Longitude,Employed Population,Unemployed Population,Incidence of Poverty,Intensity of Poverty,Illiterate Population,Uninsured Population,Male Population 0-14,Female Population 0-14,Male Population 15-64,Female Population 15-64,Male Population 65+,Female Population 65+,Total Population,latitude,longitude,total_population,poverty_rate,intensity_poverty,uninsured_rate,illiteracy_rate,female_pop_prop,working_age_prop,abr,anc_skilled,decision_autonomy,demand_fp_satisfied,facility_delivery,ipv_12months,modern_cpr,no_insurance_women,no_postnatal_checkup,sba,tfr,unmet_need_fp,wife_beating_justified,women_anemia,women_edu_secondary,women_literacy,pnc_coverage,district,composite_maternal_index,composite_pca,risk_label,data_source_dhs,data_source_census,data_source_geojson
Eastern,Abuakwa North Municipal,Municipal,6.2336986,-0.382588987736012,25086,26833,15.7,42.9,11029,15507,12352,11924,22357,24610,2063,2889,76195,6.2336986,-0.382588987736012,76195,15.7,42.9,20.35172911608373,14.474703064505546,51.73961546033205,61.64052759367412,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Abuakwa North Municipal,82.61578657001351,89.6962423556225,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Abuakwa South Municipal,Municipal,6.1727705,-0.470361048613095,29553,31123,21.1,43.4,17315,19569,14490,13885,27170,27633,2484,3389,89051,6.1727705,-0.470361048613095,89051,21.1,43.4,21.975048006198694,19.443914161547877,50.428406194203326,61.5411393471157,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Abuakwa South Municipal,79.75545492457164,86.1327475361835,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Achiase,District,5.8354534,-0.9966928,17382,18733,29.9,44.6,14484,17894,10513,9720,15422,17107,1477,2109,56348,5.8354534,-0.9966928,56348,29.9,44.6,31.7562291474409,25.704550294597855,51.352310641016544,57.728757010009225,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Achiase,74.0672726883603,79.23200725194333,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Akwapim North Municipal,Municipal,5.9014961,-0.14597334325382,30652,42982,20.1,43.2,15299,22608,16126,15555,30768,35625,2652,4589,105315,5.9014961,-0.14597334325382,105315,20.1,43.2,21.467027488961687,14.5268955039643,52.95446992356264,63.04230166642928,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Akwapim North Municipal,81.35887633382727,88.02756553813876,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Akwapim South Municipal,Municipal,8.25846,0.508747,25689,27716,19.4,43.5,11667,23583,11963,11554,23466,26024,1672,2243,76922,8.25846,0.508747,76922,19.4,43.5,30.658329216609033,15.167312342372794,51.768024752346534,64.33790073061023,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Akwapim South Municipal,79.42166264187918,85.94798618472619,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Akyemansa,District,6.0815994,-1.11546439579942,32660,25244,23.6,42.4,25196,24107,17060,16074,25881,26687,2325,3011,91038,6.0815994,-1.11546439579942,91038,23.6,42.4,26.480151145675435,27.67635492871109,50.27790592939212,57.74292053867616,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Akyemansa,76.1130987161189,81.85856082538892,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Asene Manso Akroso,District,5.85516295,-0.8089562448565,26201,23526,25.7,42.5,18687,23397,14244,13527,21551,23476,2013,2687,77498,5.85516295,-0.8089562448565,77498,25.7,42.5,30.1904565279104,24.112880332395676,51.21422488322279,58.100854215592655,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Asene Manso Akroso,75.76982294504894,81.3979846521102,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Asuogyaman,District,6.36279085,0.0952598707485648,32892,35186,21.8,43.1,18900,21671,16728,16450,29528,32546,2467,3537,101256,6.36279085,0.0952598707485648,101256,21.8,43.1,21.40218851228569,18.66556055937426,51.88136999288931,61.30402149008454,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Asuogyaman,79.91600724188912,86.27332580795466,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Atiwa East,District,6.3954833,-0.597296233359515,22465,19027,18.4,42.4,12972,11549,12055,11100,18975,18809,1641,2067,64647,6.3954833,-0.597296233359515,64647,18.4,42.4,17.864711432858446,20.065896329296024,49.4624653889585,58.44664098875432,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Atiwa East,81.07855821492295,87.74949987576515,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Atiwa West,District,6.20778059999999,-0.635808682575408,22581,16870,18.9,42.5,12526,18236,11218,10550,18405,17234,1665,2147,61219,6.20778059999999,-0.635808682575408,61219,18.9,42.5,29.788137669677717,20.460968000130677,48.8916839543279,58.21558666427089,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Atiwa West,78.35492473322422,84.73414525398124,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Ayensuano,District,5.94469995,-0.449937193103216,34538,25736,29.1,42.9,25899,43995,17710,16610,26702,27364,2749,3459,94594,5.94469995,-0.449937193103216,94594,29.1,42.9,46.5092923441233,27.379114954436858,50.143772332283234,57.15584497959701,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Ayensuano,70.71697226616332,75.5992364103311,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Birim Central Municipal,Municipal,5.97391735,-1.00480959493596,25276,26732,11.9,41.9,9947,9297,12418,11876,22690,26007,1366,1945,76302,5.97391735,-1.00480959493596,76302,11.9,41.9,12.184477471101674,13.03635553458625,52.1978454037902,63.82139393462819,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Birim Central Municipal,85.57520081802393,93.20628401361964,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Birim North,District,6.3681437,-1.02271793293055,28892,24334,18.3,42.6,17609,14185,15155,14288,24286,24728,1902,2310,82669,6.3681437,-1.02271793293055,82669,18.3,42.6,17.158789872866492,21.30060845056793,49.98971803215232,59.28945553956139,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Birim North,80.93169383495365,87.57664918053827,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Birim South,District,5.9375343,-1.0087951,11610,11912,24.9,43.6,7286,10484,6342,5790,10135,11093,943,1351,35654,5.9375343,-1.0087951,35654,24.9,43.6,29.40483536209121,20.435294777584563,51.14152689740281,59.53890166601224,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Birim South,77.06630796895479,82.92490196156717,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Denkyembuor,District,6.05,-0.8,24095,27629,18.1,42.3,15302,9980,12977,12328,23028,24760,1861,2075,77029,6.05,-0.8,77029,18.1,42.3,12.956159368549509,19.865245556868192,50.841890716483405,62.03897233509458,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Denkyembuor,82.23119330545336,89.03202675291895,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Fanteakwa North,District,6.49761694999999,-0.362546050326661,21329,15599,28.9,41.9,16278,17663,10479,9580,16908,16701,1470,1849,56987,6.49761694999999,-0.362546050326661,56987,28.9,41.9,30.994788285047463,28.564409426711357,49.362135223822975,58.97660870022988,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Fanteakwa North,73.71959781541297,78.87489465336358,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Fanteakwa South,District,6.37117379999999,-0.311872167608319,20099,16378,21.7,41.7,9765,13448,9261,8896,16955,16368,1366,1788,54634,6.37117379999999,-0.311872167608319,54634,21.7,41.7,24.61470878939854,17.873485375407256,49.514954057912654,60.99315444594941,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Fanteakwa South,79.46758283240857,85.80232849836388,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Kwaebibirem Municipal,Municipal,6.23359759999999,-0.87590978580917,42264,37174,19.6,42.9,24805,24359,21732,20528,35226,37175,3152,3885,121698,6.23359759999999,-0.87590978580917,121698,19.6,42.9,20.01594110010025,20.38242206116781,50.60724087495275,59.492349915364265,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Kwaebibirem Municipal,80.26946954711622,86.7802718362362,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Kwahu Afram Plains North,District,6.8753584,0.00474561233398435,25007,16163,48.5,41.9,28103,32016,13563,11822,20752,17918,1252,1248,66555,6.8753584,0.0047456123339843,66555,48.5,41.9,48.10457516339869,42.225227255653216,46.55998797986627,58.10232138832544,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Kwahu Afram Plains North,62.10662740859776,64.66337918825815,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Kwahu Afram Plains South,District,6.8854777,-0.460380290065423,28041,17113,39.1,41.6,30008,33075,15184,13664,22847,19800,1392,1115,74002,6.8854777,-0.460380290065423,74002,39.1,41.6,44.6947379800546,40.55025539850274,46.72711548336532,57.62952352639118,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Kwahu Afram Plains South,65.41078885214799,68.92868964883701,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Kwahu East,District,6.73342465,-0.81009459846416,27342,25934,29.4,42,19159,25110,14034,12923,24195,23179,2341,3561,80233,6.73342465,-0.81009459846416,80233,29.4,42.0,31.29634938242369,23.8792018246856,49.43477122879613,59.04552989418319,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Kwahu East,74.74908337214805,80.03862930874236,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Kwahu South Municipal,Municipal,8.25846,0.508747,25687,26212,28.8,43.4,18927,22821,14332,13620,21905,24447,2130,3417,79851,8.25846,0.508747,79851,28.8,43.4,28.579479280159298,23.702896645001314,51.9517601532855,58.04811461346758,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Kwahu South Municipal,75.50338705324354,80.90566005076589,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Kwahu West Municipal,Municipal,6.49118254999999,-0.728456087972531,51012,42241,15.1,41.9,24009,24021,26637,25539,40551,44751,3344,4607,145429,6.49118254999999,-0.728456087972531,145429,15.1,41.9,16.517338357549043,16.509086908388284,51.500732316113016,58.65542635925435,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Kwahu West Municipal,83.03529827381708,90.16331557781727,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Lower Manya Krobo Municipal,Municipal,6.2127831,-0.0404975690174626,36376,48533,19.8,43.4,24179,24965,18640,18300,35520,42445,2707,4237,121849,6.2127831,-0.0404975690174626,121849,19.8,43.4,20.4884734384361,19.843412748565846,53.32994115667753,63.984932170145015,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Lower Manya Krobo Municipal,80.26317066931463,86.76833075978598,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,New Juaben North Municipal,Municipal,6.1364245,-0.312846157003848,28972,34529,10.6,41.7,8759,9993,12629,12586,29655,29388,1878,2580,88716,6.1364245,-0.312846157003848,88716,10.6,41.7,11.264033545245503,9.87307813697642,50.22092970828261,66.55282023535777,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,New Juaben North Municipal,86.88213196877484,94.77014197783176,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,New Juaben South Municipal,Municipal,6.0721368,-0.260652306105858,48553,45659,8.5,41.1,11820,16248,17745,17784,42075,44834,2987,4316,129741,6.0721368,-0.260652306105858,129741,8.5,41.1,12.523412028580017,9.1104585289153,51.59047641069515,66.9865347114636,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,New Juaben South Municipal,87.29541623272593,95.37407998624808,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Nsawam Adoagyiri Municipal,Municipal,5.81791215,-0.36426765,55497,48522,13,43.4,24185,45530,25823,25755,47801,49554,2793,3871,155597,5.81791215,-0.36426765,155597,13.0,43.4,29.261489617409076,15.543358805118352,50.887870588764564,62.568687056948406,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Nsawam Adoagyiri Municipal,81.08601069052658,88.1891096151971,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Okere,District,6.04034605,-0.127770489495342,18071,16536,24,42.4,11127,18125,8691,8377,14452,16239,1439,2477,51675,6.04034605,-0.127770489495342,51675,24.0,42.4,35.074987905176584,21.53265602322206,52.42960812772134,59.39235607160136,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Okere,75.79758145916901,81.58202169018544,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Suhum Municipal,Municipal,6.035885,-0.4552751,49088,34705,17.6,42,23909,36085,21768,20842,36414,40187,3044,4148,126403,6.035885,-0.4552751,126403,17.6,42.0,28.547581940302052,18.914899171696874,51.562858476460214,60.600618656202776,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Suhum Municipal,79.31235298964772,85.89114691047124,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Upper Manya Krobo,District,6.40201115,-0.134429386146108,28918,16271,32.7,40.5,24935,26939,13252,12171,20360,20752,1981,2096,70612,6.40201115,-0.134429386146108,70612,32.7,40.5,38.15073925111879,35.31269472610888,49.59355350365377,58.222398459185406,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Upper Manya Krobo,69.60426779290154,74.0198493708359,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Upper West Akim,District,5.80678025,-0.540057196199224,33617,27069,29.7,43.7,27158,47183,17860,17309,26665,28405,2263,3353,95855,5.80678025,-0.540057196199224,95855,29.7,43.7,49.22330603515727,28.33237702780241,51.188774711804285,57.45135882322258,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Upper West Akim,69.76301924699993,74.50206393913142,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,West Akim Municipal,Municipal,5.9070609,-0.68318054757923,40323,36708,23.7,43,27295,33081,20654,19996,33607,36756,2767,3901,117681,5.9070609,-0.68318054757923,117681,23.7,43.0,28.110740051495142,23.194058514118677,51.5401806578802,59.79130020988944,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,West Akim Municipal,76.90255212951926,82.78368821604441,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Eastern,Yilo Krobo Municipal,Municipal,6.1564095,-0.167401779755807,45081,36387,21.5,42.1,25873,36007,20749,20181,35736,38765,2993,3974,122398,6.1564095,-0.167401779755807,122398,21.5,42.1,29.417964345822647,21.138417294400234,51.406068726613185,60.86782463765748,65.0,99.5,43.2,49.8,89.5,27.0,24.6,6.7,5.0,90.3,3.5,18.2,7.5,37.5,75.5,66.7,95.0,Yilo Krobo Municipal,77.66196485163316,83.79247998233737,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ablekuma Central Municipal,Municipal,5.5541808,-0.24078224491606,71986,49569,9.4,45.2,20160,61784,23738,23852,55723,58491,3133,4208,169145,5.5541808,-0.24078224491606,169145,9.4,45.2,36.52723994206155,11.918767921014513,51.169706464867424,67.52431345886666,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ablekuma Central Municipal,77.1384698739657,88.75026342298804,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ablekuma North Municipal,Municipal,5.58719365,-0.263259064824942,69225,45302,8.3,42.9,11382,58368,22388,22293,51922,56500,2472,3633,159208,5.58719365,-0.263259064824942,159208,8.3,42.9,36.661474297773985,7.149138234259585,51.77252399376916,68.10084920355762,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ablekuma North Municipal,78.59178643408912,90.48549802959513,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ablekuma West Municipal,Municipal,5.5431939,-0.26615017413473,61592,46044,8.9,43,12511,60497,22920,22934,48489,53014,2470,3663,153490,5.5431939,-0.26615017413473,153490,8.9,43.0,39.41429409082025,8.151019610398071,51.86722262036615,66.13004104501921,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ablekuma West Municipal,77.6171426410744,89.36496781218226,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,"Accra Metropolitan Area (AMA)-Ablekuma South, Ashiedu Keteke & Okaikoi South",Metropolitan,5.55381875,-0.205849787615075,121103,84691,11.1,43.9,46139,105374,35341,35862,94041,106780,1895,3078,276997,5.55381875,-0.205849787615075,276997,11.1,43.9,38.04156723719029,16.656859099557035,52.607067946584266,72.49934114809908,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,"Accra Metropolitan Area (AMA)-Ablekuma South, Ashiedu Keteke & Okaikoi South",75.20905329501242,86.45516887890578,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ada East,District,5.8761016,0.549568161630084,23660,24880,28.2,44.2,22384,32786,14190,13681,21337,23053,1507,2643,76411,5.8761016,0.549568161630084,76411,28.2,44.2,42.907434793419796,29.29421156639751,51.53315622096295,58.09372996034602,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ada East,67.00767717506521,76.15428000067858,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ada West,District,5.9040093,0.420370257026968,22587,22495,40.1,44.7,25206,45090,15739,15266,20114,21662,1279,2027,76087,5.9040093,0.420370257026968,76087,40.1,44.7,59.261108993652,33.12786678407612,51.19797074401672,54.90556862538936,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ada West,59.85216187365581,67.48032515442668,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Adentan Municipal,Municipal,5.7042433,-0.1690967,108423,82032,8.3,41.8,18956,99635,37515,38001,90372,91225,4078,4780,265971,5.7042433,-0.1690967,265971,8.3,41.8,37.4608509950333,7.127092803350742,50.38368844723673,68.27699260445688,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Adentan Municipal,78.42938221265159,90.3084002427524,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ashaiman Municipal,Municipal,5.6993574,-0.0348533202566188,90383,55066,7.5,43.3,23548,72971,31383,31228,68910,70025,3117,3397,208060,5.6993574,-0.0348533202566188,208060,7.5,43.3,35.07209458809959,11.317889070460444,50.29799096414496,66.77641065077381,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ashaiman Municipal,78.03499360840352,89.86628488933725,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ayawaso Central Municipal,Municipal,5.59137939999999,-0.212668442666915,39158,30825,12.2,42.8,8646,41548,12311,12537,32353,33339,1824,2467,94831,5.59137939999999,-0.212668442666915,94831,12.2,42.8,43.81267728907214,9.117271778215983,50.97805569908574,69.27270618257742,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ayawaso Central Municipal,75.68654266554957,87.01975669361569,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ayawaso East Municipal,Municipal,5.5828425,-0.194266228463183,18510,19828,15.4,44,10085,20605,7206,7460,16935,18521,1297,1585,53004,5.5828425,-0.194266228463183,53004,15.4,44.0,38.87442457173044,19.026865896913442,52.007395668251455,66.8930646743642,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ayawaso East Municipal,73.43707808507445,84.19461261715652,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ayawaso North Municipal,Municipal,5.5908829,-0.199044848506062,22947,23128,13.9,43.8,9042,21546,8488,8823,20220,22837,1335,1683,63386,5.5908829,-0.199044848506062,63386,13.9,43.8,33.99173319029439,14.264979648502823,52.60309847600416,67.92824914018868,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ayawaso North Municipal,76.0350374063804,87.20711607759456,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ayawaso West Municipal,Municipal,5.62669775,-0.179111178909241,27690,33319,9.3,41.6,4076,26430,7177,7117,30110,27974,1327,1598,75303,5.62669775,-0.179111178909241,75303,9.3,41.6,35.09820325883431,5.412798958872821,48.72183047156155,77.13371313227893,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ayawaso West Municipal,79.13871013947926,91.04293736379874,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ga Central Municipal,Municipal,5.3203951,-2.0334832,135748,95640,8.3,42.6,23248,145106,50214,50630,106324,113999,5054,6011,332232,5.3203951,-2.0334832,332232,8.3,42.6,43.67610585374076,6.997519805437165,51.361699053673334,66.31600809073178,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ga Central Municipal,77.15588697951804,88.91901591240267,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ga East Municipal,Municipal,5.669162,-0.333376,110684,92554,10.1,41.8,18905,105771,39761,40380,96002,97660,4252,5324,283379,5.669162,-0.333376,283379,10.1,41.8,37.32492527674951,6.671277688184375,50.59090476005632,68.34027927263489,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ga East Municipal,78.1626942270482,89.90355049430589,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ga North Municipal,Municipal,5.669162,-0.333376,87022,76640,10.5,42.3,18918,86352,35527,36103,77522,79032,3432,3676,235292,5.669162,-0.333376,235292,10.5,42.3,36.699930299372696,8.040222362001257,50.49512945616511,66.53604882443942,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ga North Municipal,77.84956409609211,89.51348964975028,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ga South Municipal,Municipal,5.669162,-0.333376,125103,103262,15.8,44.1,49991,179053,61267,60489,107044,111736,4181,5404,350121,5.669162,-0.333376,350121,15.8,44.1,51.14032006077899,14.278206677120195,50.73360352563828,62.48696879078947,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ga South Municipal,71.99008953976104,82.66029342666471,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
